user_id,event_id,rating,interaction_type,timestamp
9,62,3.2,view,2024-04-19
9,58,4.5,wishlist,2024-08-27
10,64,3.7,purchase,2024-05-05
10,75,4.7,purchase,2024-09-05
10,22,4.3,view,2024-11-27
10,17,4.9,purchase,2024-05-19
10,63,3.7,purchase,2024-05-22
10,77,2.6,purchase,2024-01-22
10,70,4.9,view,2024-01-11
10,74,3.6,wishlist,2024-06-09
10,65,4.4,wishlist,2024-07-27
10,29,4.8,view,2024-02-16
10,71,4.1,wishlist,2024-03-12
10,46,1.6,view,2024-09-13
10,66,4.9,view,2024-10-24
10,34,3.4,wishlist,2024-05-08
10,35,2.2,purchase,2024-11-03
10,62,3.7,wishlist,2024-06-17
10,54,3.1,view,2024-04-30
10,90,3.3,purchase,2024-02-24
11,54,4.5,view,2024-05-02
11,70,1.6,purchase,2024-11-23
11,41,3.4,purchase,2024-12-16
11,47,3.7,wishlist,2024-08-14
11,57,4.1,wishlist,2024-07-20
11,78,4.9,wishlist,2024-06-03
11,52,3.6,wishlist,2024-04-30
11,100,1.7,wishlist,2024-03-23
11,91,3.3,view,2024-11-25
11,76,4.1,purchase,2024-02-11
11,79,4.7,wishlist,2024-08-29
11,60,4.6,wishlist,2024-06-19
11,89,4.6,wishlist,2024-02-21
11,59,4.7,view,2024-09-16
11,15,1.2,view,2024-10-07
12,19,3.5,view,2024-08-20
12,36,3.1,view,2024-04-24
12,59,2.8,purchase,2024-05-16
12,71,3.9,view,2024-03-07
12,42,2.1,purchase,2024-04-20
12,46,3.5,purchase,2024-12-12
12,75,3.8,purchase,2024-03-15
12,62,3.5,wishlist,2024-04-30
12,65,4.4,wishlist,2024-07-08
12,28,4.4,view,2024-02-13
12,77,3.5,purchase,2024-06-14
12,12,3.4,purchase,2024-04-18
12,79,4.6,view,2024-11-01
12,44,1.6,purchase,2024-01-31
12,27,3.6,wishlist,2024-08-29
12,9,3.3,wishlist,2024-12-09
12,78,5.0,view,2024-01-24
12,93,1.0,view,2024-07-14
12,80,4.0,purchase,2024-07-08
12,68,3.7,wishlist,2024-01-22
12,20,4.4,purchase,2024-09-14
12,66,4.2,purchase,2024-08-27
12,16,3.7,purchase,2024-09-28
12,32,2.1,purchase,2024-06-09
12,96,1.1,purchase,2024-05-23
12,21,4.6,wishlist,2024-05-24
12,74,4.9,purchase,2024-05-15
12,90,4.3,view,2024-03-25
12,23,4.0,wishlist,2024-03-18
12,17,4.3,wishlist,2024-11-21
12,24,4.7,purchase,2024-03-17
12,70,3.6,purchase,2024-08-28
12,72,3.9,view,2024-08-11
13,30,2.3,view,2024-08-01
13,74,4.9,purchase,2024-09-12
13,63,4.5,wishlist,2024-01-14
13,34,1.7,wishlist,2024-03-03
13,75,4.1,view,2024-02-24
13,94,3.1,purchase,2024-02-11
13,31,2.2,view,2024-09-02
13,72,4.2,wishlist,2024-10-31
13,2,4.5,purchase,2024-01-23
13,12,4.5,wishlist,2024-06-15
13,15,4.9,wishlist,2024-10-18
13,61,3.7,wishlist,2024-11-25
13,68,3.9,view,2024-02-06
14,93,3.3,view,2024-11-27
14,57,4.3,purchase,2024-08-11
14,31,1.2,wishlist,2024-06-02
14,35,1.4,purchase,2024-06-02
14,59,4.8,view,2024-05-31
14,76,2.4,view,2024-01-24
14,24,4.3,view,2024-07-30
14,50,3.6,view,2024-10-18
14,28,4.7,purchase,2024-10-26
14,22,3.6,view,2024-02-28
14,70,2.9,view,2024-04-03
14,32,3.1,purchase,2024-08-01
14,16,4.8,purchase,2024-10-27
14,21,4.6,view,2024-08-18
14,69,2.6,purchase,2024-04-05
14,30,3.8,purchase,2024-11-05
14,18,3.9,view,2024-08-10
14,48,4.3,purchase,2024-02-29
14,58,3.5,view,2024-08-23
14,86,2.7,wishlist,2024-11-04
14,53,4.6,purchase,2024-11-11
14,25,4.0,view,2024-12-19
14,26,4.5,wishlist,2024-02-14
14,23,3.7,purchase,2024-02-27
14,47,4.7,view,2024-04-06
14,55,4.8,purchase,2024-11-28
14,13,1.4,purchase,2024-11-16
15,1,2.2,view,2024-09-16
15,75,3.8,wishlist,2024-06-22
15,74,4.9,wishlist,2024-12-02
15,7,2.2,wishlist,2024-12-30
15,37,4.1,view,2024-12-10
15,65,4.5,purchase,2024-08-29
15,27,3.0,wishlist,2024-11-14
15,38,3.8,view,2024-02-14
15,40,4.5,purchase,2024-04-12
15,85,3.7,view,2024-07-31
15,56,3.4,view,2024-04-30
15,82,3.8,purchase,2024-01-10
15,76,4.0,purchase,2024-12-12
15,45,3.7,wishlist,2024-09-14
15,61,3.5,purchase,2024-08-08
15,32,3.7,purchase,2024-10-14
15,93,1.6,purchase,2024-06-23
15,41,4.7,view,2024-10-12
15,100,1.7,purchase,2024-12-19
15,77,4.8,view,2024-02-23
15,80,4.6,wishlist,2024-08-12
15,91,3.0,wishlist,2024-02-26
15,43,5.0,view,2024-11-08
15,72,4.7,wishlist,2024-10-14
15,73,3.6,purchase,2024-11-18
15,31,3.7,purchase,2024-07-04
15,79,3.7,purchase,2024-08-14
15,81,4.6,view,2024-02-20
15,89,3.7,purchase,2024-03-11
15,54,1.3,purchase,2024-07-31
15,83,4.7,purchase,2024-08-30
15,47,1.9,view,2024-02-13
15,22,1.7,view,2024-07-31
15,28,1.9,view,2024-03-18
15,36,4.6,view,2024-04-26
15,64,3.7,view,2024-07-28
15,53,3.2,wishlist,2024-09-21
16,78,4.8,purchase,2024-09-16
16,83,4.0,purchase,2024-11-29
16,73,3.4,view,2024-10-20
16,51,4.6,view,2024-04-30
16,60,4.7,wishlist,2024-10-16
16,56,4.6,wishlist,2024-12-06
16,98,2.3,view,2024-06-28
16,89,3.9,view,2024-10-20
16,52,4.5,view,2024-09-23
16,82,4.6,purchase,2024-09-21
16,80,4.4,wishlist,2024-07-03
16,49,4.2,purchase,2024-08-05
16,19,3.1,purchase,2024-02-01
16,85,4.1,purchase,2024-04-19
16,77,4.2,purchase,2024-09-26
16,59,4.1,view,2024-07-21
16,39,3.2,view,2024-11-21
16,2,2.1,view,2024-09-07
16,41,2.8,view,2024-03-24
16,36,1.4,purchase,2024-12-30
16,84,4.2,wishlist,2024-09-19
16,50,4.8,purchase,2024-04-18
16,79,4.2,purchase,2024-03-21
16,81,4.9,purchase,2024-03-01
16,87,4.4,view,2024-03-02
16,57,4.1,purchase,2024-09-24
16,46,3.7,purchase,2024-07-10
16,48,4.0,view,2024-03-14
16,105,1.4,view,2024-01-25
16,88,4.9,purchase,2024-05-25
16,67,1.5,wishlist,2024-09-07
16,101,1.0,view,2024-02-04
16,86,4.8,view,2024-10-20
16,45,1.8,view,2024-06-21
16,58,4.7,view,2024-11-06
17,40,2.4,purchase,2024-10-13
17,70,1.2,wishlist,2024-10-04
17,86,4.4,purchase,2024-10-18
17,42,2.3,view,2024-09-14
17,78,4.8,purchase,2024-09-29
17,97,1.4,purchase,2024-04-15
17,73,1.6,view,2024-10-23
17,59,4.2,wishlist,2024-11-06
17,51,4.0,view,2024-09-08
17,24,4.8,purchase,2024-08-11
17,21,3.8,purchase,2024-09-27
17,88,4.0,purchase,2024-02-28
17,25,5.0,view,2024-05-26
17,60,3.7,purchase,2024-02-15
18,42,4.9,purchase,2024-06-11
18,56,2.2,view,2024-09-04
18,33,3.5,view,2024-01-10
18,65,1.7,wishlist,2024-12-11
18,54,1.3,view,2024-11-29
18,8,3.0,purchase,2024-07-27
18,43,4.2,wishlist,2024-09-13
18,35,3.8,wishlist,2024-07-10
18,37,4.3,purchase,2024-05-05
18,13,2.3,view,2024-10-11
18,31,4.2,purchase,2024-08-25
18,40,4.9,view,2024-11-30
18,36,5.0,purchase,2024-09-03
18,41,3.9,purchase,2024-12-14
19,33,4.5,view,2024-12-22
19,44,4.6,view,2024-10-02
19,78,3.6,wishlist,2024-11-29
19,36,3.6,purchase,2024-12-09
19,51,2.1,purchase,2024-07-11
19,86,4.7,purchase,2024-03-31
19,55,3.1,wishlist,2024-01-05
19,68,3.7,purchase,2024-04-08
19,71,4.2,purchase,2024-01-11
19,35,4.6,view,2024-12-29
19,9,1.9,purchase,2024-11-10
19,83,4.4,wishlist,2024-04-23
19,38,3.9,view,2024-07-04
19,64,3.6,view,2024-12-26
19,28,2.8,purchase,2024-04-10
19,41,5.0,view,2024-02-26
19,18,3.2,view,2024-09-09
19,72,3.8,purchase,2024-10-16
19,80,4.5,view,2024-03-30
19,14,1.2,purchase,2024-02-03
19,65,3.7,wishlist,2024-04-26
19,92,3.2,view,2024-05-20
20,16,1.8,wishlist,2024-01-13
20,53,3.5,purchase,2024-12-19
20,86,4.1,purchase,2024-05-07
20,79,3.8,purchase,2024-02-02
20,76,4.4,purchase,2024-09-02
20,82,4.1,purchase,2024-11-16
20,56,3.3,wishlist,2024-05-06
20,80,3.7,purchase,2024-06-23
20,90,4.7,wishlist,2024-09-23
20,42,3.0,wishlist,2024-11-03
20,87,4.4,view,2024-11-16
20,89,4.2,purchase,2024-02-01
20,88,4.9,purchase,2024-12-21
20,84,3.6,purchase,2024-08-14
20,83,3.6,view,2024-08-09
20,36,1.2,view,2024-10-13
21,97,4.2,purchase,2024-04-08
21,100,3.7,purchase,2024-12-31
21,104,3.6,view,2024-04-09
21,80,3.3,purchase,2024-09-17
21,92,3.9,view,2024-11-13
21,103,4.2,purchase,2024-01-23
21,77,1.2,purchase,2024-08-11
21,85,2.3,view,2024-07-02
21,102,4.0,wishlist,2024-03-15
21,30,1.4,purchase,2024-06-24
21,95,3.9,wishlist,2024-09-22
22,75,3.0,purchase,2024-07-23
22,3,3.8,wishlist,2024-07-04
22,10,3.5,purchase,2024-10-11
22,101,1.3,purchase,2024-04-09
22,15,4.4,wishlist,2024-07-03
22,4,3.6,purchase,2024-04-11
22,5,3.9,purchase,2024-05-14
22,14,4.6,purchase,2024-10-10
22,90,1.6,purchase,2024-03-31
22,92,3.1,wishlist,2024-01-11
22,40,3.1,purchase,2024-12-01
22,12,4.7,purchase,2024-04-17
22,11,4.0,purchase,2024-07-09
22,6,4.5,wishlist,2024-11-15
22,59,3.2,wishlist,2024-02-03
22,7,3.7,wishlist,2024-03-07
22,1,4.7,purchase,2024-07-12
22,9,4.5,purchase,2024-08-07
22,58,3.4,purchase,2024-01-24
22,8,4.6,view,2024-10-01
22,13,3.9,purchase,2024-05-06
22,104,1.1,view,2024-03-05
22,2,4.8,wishlist,2024-09-07
22,76,1.5,purchase,2024-08-28
23,99,2.1,view,2024-07-28
23,5,1.9,view,2024-05-19
23,67,2.0,purchase,2024-04-29
23,48,3.9,purchase,2024-02-12
23,56,3.9,view,2024-10-06
23,59,4.5,view,2024-04-26
23,76,1.2,purchase,2024-01-20
23,35,2.4,purchase,2024-12-11
23,26,1.8,purchase,2024-12-15
23,29,3.1,purchase,2024-11-05
23,54,5.0,wishlist,2024-10-05
23,97,3.3,purchase,2024-06-02
23,47,3.9,purchase,2024-07-25
23,55,4.9,wishlist,2024-12-01
23,79,1.0,view,2024-03-17
23,49,4.8,purchase,2024-04-17
23,58,4.2,view,2024-10-09
23,52,4.6,view,2024-08-24
23,90,1.9,purchase,2024-04-06
23,27,2.1,wishlist,2024-08-01
23,57,3.8,view,2024-10-12
23,50,3.5,purchase,2024-03-06
23,60,4.0,view,2024-09-12
23,53,4.7,wishlist,2024-06-22
23,51,3.8,view,2024-07-25
23,46,4.6,view,2024-06-02
24,48,4.5,purchase,2024-01-30
24,76,1.9,purchase,2024-06-16
24,51,4.8,view,2024-03-21
24,46,5.0,purchase,2024-08-02
24,49,4.2,purchase,2024-04-15
24,53,3.7,purchase,2024-08-09
24,58,4.7,view,2024-03-22
24,14,2.5,wishlist,2024-10-27
24,88,1.5,view,2024-08-22
24,25,1.7,purchase,2024-03-14
24,52,4.2,wishlist,2024-11-05
24,73,3.0,view,2024-10-18
24,57,4.8,view,2024-10-21
24,54,3.6,purchase,2024-11-26
24,55,4.8,view,2024-12-24
24,43,3.1,view,2024-07-19
24,59,4.4,wishlist,2024-03-30
24,56,4.1,purchase,2024-11-12
24,60,4.6,view,2024-12-03
24,47,3.8,view,2024-07-20
25,68,3.8,purchase,2024-07-19
25,23,3.8,view,2024-01-06
25,62,4.5,purchase,2024-07-02
25,2,1.4,view,2024-12-11
25,65,4.3,view,2024-01-25
25,47,4.8,wishlist,2024-11-24
25,3,2.7,view,2024-02-22
25,67,4.1,purchase,2024-01-27
25,78,2.5,purchase,2024-07-12
25,61,4.7,wishlist,2024-07-10
25,20,4.9,purchase,2024-01-09
25,30,4.1,wishlist,2024-06-21
25,73,4.7,view,2024-02-02
25,11,1.6,wishlist,2024-12-06
25,14,1.4,purchase,2024-07-31
25,26,4.3,wishlist,2024-06-14
25,58,4.3,purchase,2024-04-16
25,19,4.9,purchase,2024-08-07
25,55,3.7,purchase,2024-07-01
25,90,1.8,purchase,2024-11-30
25,71,4.0,purchase,2024-08-22
25,48,3.8,view,2024-05-22
25,29,4.5,purchase,2024-02-04
25,18,4.8,view,2024-11-02
25,46,4.2,wishlist,2024-12-30
25,45,2.3,wishlist,2024-10-18
25,49,3.8,wishlist,2024-11-03
25,86,1.8,view,2024-07-17
25,32,2.7,wishlist,2024-12-21
25,57,3.7,purchase,2024-12-18
25,54,4.0,wishlist,2024-09-03
25,5,1.2,purchase,2024-10-26
26,101,4.3,wishlist,2024-12-06
26,99,5.0,wishlist,2024-12-22
26,8,2.8,view,2024-07-14
26,53,2.3,purchase,2024-11-18
26,96,3.5,wishlist,2024-02-05
26,103,4.9,purchase,2024-03-13
26,33,3.3,purchase,2024-03-29
26,19,4.4,wishlist,2024-04-14
26,11,1.6,purchase,2024-08-27
26,79,1.8,view,2024-05-05
26,16,4.1,view,2024-06-04
26,28,3.9,view,2024-11-21
26,47,1.5,wishlist,2024-09-03
26,104,3.6,wishlist,2024-07-22
26,105,4.1,view,2024-08-04
26,41,2.3,view,2024-03-20
26,97,4.7,view,2024-01-11
26,29,4.6,view,2024-02-12
26,98,4.6,wishlist,2024-10-31
26,92,4.3,view,2024-03-30
26,63,1.6,view,2024-08-20
26,94,3.9,view,2024-09-03
26,25,3.6,purchase,2024-08-28
26,23,3.8,wishlist,2024-01-03
27,92,4.9,view,2024-06-27
27,57,4.3,view,2024-12-18
27,102,4.1,purchase,2024-07-16
27,62,3.3,view,2024-05-04
27,56,4.2,wishlist,2024-07-04
27,40,2.6,view,2024-12-23
27,93,4.5,purchase,2024-11-05
27,104,4.2,view,2024-05-10
27,54,3.9,view,2024-12-05
27,35,3.1,purchase,2024-02-17
28,53,1.5,purchase,2024-02-26
28,40,2.1,wishlist,2024-04-05
28,103,3.8,view,2024-04-08
28,12,1.6,wishlist,2024-07-28
28,104,4.2,wishlist,2024-02-25
28,94,4.8,purchase,2024-05-30
28,91,3.6,purchase,2024-02-02
28,82,1.9,view,2024-09-01
28,100,4.2,view,2024-01-05
28,96,3.6,view,2024-01-04
28,19,2.7,view,2024-01-22
28,45,1.2,view,2024-01-04
28,93,4.1,view,2024-05-16
28,74,3.3,view,2024-06-21
28,97,4.4,purchase,2024-12-15
28,105,4.8,wishlist,2024-05-02
28,14,3.4,view,2024-07-12
28,76,2.5,wishlist,2024-06-18
28,92,4.7,purchase,2024-12-23
28,102,4.1,wishlist,2024-03-12
28,101,3.5,purchase,2024-09-28
28,95,3.9,view,2024-05-07
28,99,4.1,view,2024-12-03
28,98,4.8,view,2024-12-04
29,51,4.7,purchase,2024-12-10
29,15,5.0,wishlist,2024-08-27
29,85,1.4,view,2024-02-29
29,1,4.2,view,2024-05-04
29,59,3.8,view,2024-12-03
29,93,2.7,purchase,2024-01-15
29,54,3.7,wishlist,2024-07-15
29,2,4.6,purchase,2024-05-11
29,74,4.5,wishlist,2024-12-09
29,96,1.3,purchase,2024-09-30
29,71,4.5,view,2024-12-20
29,21,1.8,purchase,2024-10-21
29,62,4.6,view,2024-11-25
29,73,4.0,wishlist,2024-07-14
29,3,4.5,view,2024-08-11
29,41,3.0,purchase,2024-02-29
30,65,1.4,view,2024-12-25
30,48,3.6,purchase,2024-09-14
30,52,5.0,purchase,2024-12-27
30,70,2.4,view,2024-04-20
30,51,4.2,view,2024-07-11
30,91,1.1,wishlist,2024-03-19
30,8,3.1,purchase,2024-04-25
30,25,2.8,purchase,2024-04-01
30,59,4.8,view,2024-06-02
30,49,5.0,view,2024-03-22
30,84,3.5,view,2024-06-21
30,54,4.1,view,2024-06-27
30,47,4.6,purchase,2024-09-27
30,58,4.6,purchase,2024-04-09
30,60,4.6,view,2024-02-19
30,57,3.7,view,2024-10-24
30,55,4.8,purchase,2024-12-29
30,46,4.0,view,2024-10-22
30,56,3.7,view,2024-05-29
31,39,2.0,wishlist,2024-09-28
31,77,4.2,view,2024-10-26
31,31,2.3,wishlist,2024-11-29
31,67,3.7,view,2024-12-03
31,73,4.8,purchase,2024-11-02
31,79,4.5,purchase,2024-08-16
31,51,3.0,purchase,2024-03-06
31,74,4.4,view,2024-02-14
31,84,4.3,wishlist,2024-01-18
31,64,3.6,purchase,2024-06-01
31,5,1.9,view,2024-08-04
31,87,5.0,view,2024-05-07
31,56,1.8,wishlist,2024-09-22
31,72,4.9,purchase,2024-09-30
31,90,4.2,view,2024-12-21
31,44,1.8,wishlist,2024-06-29
31,61,4.4,view,2024-12-18
31,78,3.6,wishlist,2024-05-01
31,62,3.6,purchase,2024-04-20
31,82,4.9,view,2024-04-20
31,32,2.5,purchase,2024-11-14
31,81,4.1,view,2024-05-13
31,76,4.1,wishlist,2024-07-23
31,68,4.2,wishlist,2024-12-12
31,66,4.1,view,2024-10-01
31,71,3.8,view,2024-05-17
31,16,3.5,view,2024-04-08
31,89,4.6,view,2024-11-27
31,93,3.1,view,2024-08-02
31,86,4.7,purchase,2024-08-10
31,65,4.1,wishlist,2024-05-06
31,83,3.6,purchase,2024-02-26
31,20,2.7,view,2024-06-17
31,63,4.5,purchase,2024-06-19
31,23,2.9,purchase,2024-04-25
31,52,1.7,purchase,2024-04-23
31,88,4.1,purchase,2024-03-04
31,85,3.8,view,2024-06-05
32,83,2.3,view,2024-04-27
32,80,1.8,wishlist,2024-06-05
32,26,2.0,purchase,2024-02-16
32,49,4.5,purchase,2024-05-02
32,75,4.9,purchase,2024-01-30
32,52,3.6,purchase,2024-09-09
32,42,4.7,purchase,2024-08-05
32,64,4.5,wishlist,2024-03-10
32,48,4.2,view,2024-12-12
32,66,4.8,view,2024-07-26
32,34,3.5,purchase,2024-01-04
32,41,4.6,view,2024-06-25
32,53,3.9,view,2024-09-27
32,60,4.5,purchase,2024-08-17
32,56,4.9,view,2024-09-25
32,51,4.9,purchase,2024-07-06
32,37,4.8,view,2024-01-27
32,9,2.1,purchase,2024-07-10
32,55,5.0,purchase,2024-12-13
32,81,1.6,view,2024-03-01
32,100,1.7,view,2024-05-15
32,76,1.5,view,2024-10-18
32,67,4.1,wishlist,2024-11-25
32,102,2.3,wishlist,2024-08-25
32,54,4.8,wishlist,2024-01-30
32,84,1.9,view,2024-06-17
32,62,3.9,purchase,2024-06-28
32,74,4.8,purchase,2024-06-30
33,10,1.9,purchase,2024-04-03
33,51,4.3,purchase,2024-08-12
33,58,4.5,view,2024-03-12
33,93,4.0,view,2024-07-02
33,92,4.8,view,2024-02-26
33,94,3.8,purchase,2024-07-21
33,27,2.1,purchase,2024-01-17
33,52,3.7,purchase,2024-09-02
33,88,3.4,wishlist,2024-03-01
33,73,4.1,view,2024-12-15
34,37,1.6,purchase,2024-01-20
34,38,1.7,purchase,2024-03-15
34,85,4.1,view,2024-02-16
34,62,3.2,purchase,2024-09-25
34,86,4.0,view,2024-04-28
34,78,3.8,view,2024-02-01
34,44,2.3,view,2024-06-04
34,55,1.3,purchase,2024-06-28
34,83,4.6,purchase,2024-01-25
34,90,3.8,purchase,2024-12-04
